"emp_no","first_name","last_name","title","from_date","to_date"
92014,"Keiichiro","dAstous","Senior Engineer","1997-05-12","9999-01-01"
92015,"Xiong","Olivero","Staff","1995-01-17","9999-01-01"
92016,"Uriel","Vendrig","Assistant Engineer","1991-01-14","1996-01-14"
92016,"Uriel","Vendrig","Engineer","1996-01-14","2001-01-13"
92016,"Uriel","Vendrig","Senior Engineer","2001-01-13","9999-01-01"
92019,"Yurij","Nanard","Senior Staff","1997-12-02","9999-01-01"
92019,"Yurij","Nanard","Staff","1992-12-02","1997-12-02"
92020,"Siddarth","Berztiss","Senior Engineer","1994-07-29","9999-01-01"
92022,"Arnd","Thiria","Engineer","1991-04-28","1996-04-27"
92022,"Arnd","Thiria","Senior Engineer","1996-04-27","1997-04-11"
92025,"Sadok","Bharadwaj","Senior Engineer","1992-02-04","9999-01-01"
92027,"Georg","Adachi","Engineer","1986-07-31","1994-07-31"
92027,"Georg","Adachi","Senior Engineer","1994-07-31","9999-01-01"
92030,"Vitaly","Zobel","Staff","1999-11-15","9999-01-01"
92031,"Yuriy","Gyorkos","Staff","1999-05-15","2000-10-25"
92042,"Remmert","Lupu","Engineer","1996-07-11","2001-07-11"
92042,"Remmert","Lupu","Senior Engineer","2001-07-11","9999-01-01"
92043,"Chriss","Lortz","Engineer","1988-08-24","1997-08-24"
92043,"Chriss","Lortz","Senior Engineer","1997-08-24","9999-01-01"
92053,"Uri","Gonthier","Engineer","1998-09-22","9999-01-01"
92054,"Gonzalo","Cooley","Technique Leader","1986-09-11","9999-01-01"
92057,"Roselyn","Chiola","Technique Leader","1995-03-22","1997-10-01"
92063,"Deniz","Olivero","Senior Staff","1996-12-01","9999-01-01"
92063,"Deniz","Olivero","Staff","1987-12-02","1996-12-01"
92069,"Chenye","Leaver","Engineer","1989-06-04","1994-11-05"
92082,"Beshir","Peris","Senior Staff","1987-11-30","1997-11-03"
92086,"Weiru","Ariola","Senior Engineer","1990-06-12","9999-01-01"
92089,"Youjian","Fiutem","Engineer","1998-12-28","9999-01-01"
92090,"Felicidad","Snyers","Staff","1997-03-09","9999-01-01"
92091,"Jaques","Cools","Staff","1996-04-30","2000-04-30"
92092,"Sariel","Cummings","Senior Engineer","1994-11-15","9999-01-01"
92093,"Ulises","Diderrich","Engineer","1986-02-28","1993-02-28"
92093,"Ulises","Diderrich","Senior Engineer","1993-02-28","9999-01-01"
92095,"Ekawit","Pargaonkar","Engineer","1988-08-04","1994-08-04"
92095,"Ekawit","Pargaonkar","Senior Engineer","1994-08-04","9999-01-01"
92099,"Idoia","Muchinsky","Senior Engineer","1994-08-07","9999-01-01"
92111,"Sergi","Brlek","Engineer","1989-02-18","1997-02-18"
92111,"Sergi","Brlek","Senior Engineer","1997-02-18","9999-01-01"
92112,"Isamu","Felder","Engineer","1988-11-10","1990-06-29"
92114,"Theron","Bierbaum","Staff","1997-05-17","9999-01-01"
92117,"Djelloul","Hammerschmidt","Assistant Engineer","1985-10-13","1993-10-13"
92117,"Djelloul","Hammerschmidt","Engineer","1993-10-13","2001-10-13"
92117,"Djelloul","Hammerschmidt","Senior Engineer","2001-10-13","9999-01-01"
92119,"Jamaludin","Minakawa","Senior Staff","1994-07-02","9999-01-01"
92121,"Mototsugu","Kakkad","Senior Staff","1997-06-27","9999-01-01"
92121,"Mototsugu","Kakkad","Staff","1990-06-27","1997-06-27"
92124,"Leah","Szilard","Staff","1997-07-20","1997-11-20"
92125,"Toshimi","Pettey","Senior Staff","1989-07-13","9999-01-01"
92128,"Manton","Servi","Engineer","1989-08-07","1996-08-07"
92128,"Manton","Servi","Senior Engineer","1996-08-07","1997-12-12"
92130,"Danco","Coney","Senior Engineer","1997-03-09","2000-11-24"
92133,"Tran","Sommer","Senior Staff","1994-03-23","9999-01-01"
92133,"Tran","Sommer","Staff","1987-03-23","1994-03-23"
92135,"Sakthirel","Kitai","Senior Engineer","1988-12-07","1995-07-25"
92136,"Isaac","Kamber","Engineer","1988-02-04","1996-02-04"
92136,"Isaac","Kamber","Senior Engineer","1996-02-04","9999-01-01"
92138,"Feipei","Armand","Staff","1998-04-14","9999-01-01"
92140,"Heping","Khasidashvili","Senior Engineer","1988-09-16","9999-01-01"
92142,"Subir","Siksek","Engineer","1992-06-04","1997-09-07"
92144,"Ymte","Rosar","Senior Staff","1987-08-12","9999-01-01"
92145,"Marl","Schueller","Staff","1996-11-14","9999-01-01"
92150,"Yurii","Fabrizio","Engineer","1994-04-10","1994-05-11"
92151,"Erzsebet","Unno","Engineer","1993-06-01","2001-06-01"
92151,"Erzsebet","Unno","Senior Engineer","2001-06-01","9999-01-01"
92154,"Luerbio","Pleszkun","Senior Staff","2000-09-22","9999-01-01"
92154,"Luerbio","Pleszkun","Staff","1994-09-23","2000-09-22"
92157,"Ioana","Matzel","Senior Staff","1992-08-04","9999-01-01"
92159,"Monique","Stentiford","Engineer","1989-11-15","1997-05-06"
92161,"Morris","Jervis","Engineer","1996-08-18","2000-09-23"
92166,"Mara","Miara","Engineer","1994-06-11","1998-02-02"
92176,"Adib","Pesch","Technique Leader","1999-07-17","9999-01-01"
92185,"Sarita","Cannane","Senior Staff","1993-11-06","9999-01-01"
92185,"Sarita","Cannane","Staff","1986-11-06","1993-11-06"
92186,"Golgen","Kalsbeek","Staff","1999-05-08","9999-01-01"
92191,"Conal","Ossenbruggen","Staff","1999-11-30","9999-01-01"
92193,"Naftaly","Gini","Engineer","1997-08-31","2000-08-04"
92195,"Gila","Rosch","Senior Engineer","1991-04-28","9999-01-01"
92202,"Hatsukazu","Beidas","Staff","1998-01-23","1998-05-11"
92203,"Alexius","Crouzet","Engineer","1990-08-17","1999-08-17"
92203,"Alexius","Crouzet","Senior Engineer","1999-08-17","9999-01-01"
92206,"Gino","Zeleznik","Senior Staff","1998-06-05","9999-01-01"
92206,"Gino","Zeleznik","Staff","1991-06-05","1998-06-05"
92209,"Maria","Comyn","Senior Staff","1996-03-17","9999-01-01"
92210,"Kazuhito","Assaf","Assistant Engineer","1994-03-03","2000-03-02"
92210,"Kazuhito","Assaf","Engineer","2000-03-02","9999-01-01"
92215,"Sreenivas","Gaughan","Senior Staff","1999-12-19","9999-01-01"
92215,"Sreenivas","Gaughan","Staff","1994-12-19","1999-12-19"
92218,"Along","Ritcey","Senior Engineer","1990-01-21","9999-01-01"
92221,"Moie","Bednarek","Senior Staff","2001-05-24","9999-01-01"
92221,"Moie","Bednarek","Staff","1994-05-24","2001-05-24"
92222,"Mong","Tyugu","Staff","1995-11-25","9999-01-01"
92225,"Make","Versino","Staff","1995-06-23","9999-01-01"
92231,"Mana","Rikino","Senior Staff","1993-11-29","9999-01-01"
92232,"Hilari","Worfolk","Engineer","1985-09-14","1992-09-14"
92232,"Hilari","Worfolk","Senior Engineer","1992-09-14","1994-06-02"
92235,"Leni","Bauknecht","Senior Staff","1993-03-01","9999-01-01"
92235,"Leni","Bauknecht","Staff","1986-03-01","1993-03-01"
92237,"Yakkov","Duclos","Engineer","1995-10-10","9999-01-01"
92241,"Zeydy","Oaver","Senior Staff","1995-02-18","9999-01-01"
92241,"Zeydy","Oaver","Staff","1990-02-18","1995-02-18"
92244,"Vojin","Gadepally","Staff","1990-09-29","1999-07-16"
92245,"Marlo","Hiltgen","Senior Staff","1997-11-09","9999-01-01"
92245,"Marlo","Hiltgen","Staff","1992-11-09","1997-11-09"
92247,"Mang","Knightly","Staff","1994-06-04","1997-07-13"
92248,"Alejandro","Liesche","Senior Engineer","1998-03-26","9999-01-01"
92251,"Jianhao","Furudate","Assistant Engineer","1986-07-13","1995-07-13"
92251,"Jianhao","Furudate","Engineer","1995-07-13","9999-01-01"
92252,"Huan","Sgarro","Staff","1998-12-16","2001-01-06"
92253,"Hailing","Schwartzburd","Senior Staff","1998-12-02","9999-01-01"
92253,"Hailing","Schwartzburd","Staff","1992-12-02","1998-12-02"
92257,"Alair","Hoppenstand","Assistant Engineer","1992-10-04","1998-10-04"
92257,"Alair","Hoppenstand","Engineer","1998-10-04","2002-07-21"
92259,"Moty","Ashish","Engineer","1997-01-05","9999-01-01"
92260,"Masato","Sidou","Staff","1996-09-25","9999-01-01"
92262,"Danae","Imataki","Technique Leader","1992-08-12","9999-01-01"
92263,"Takahiro","Spataro","Senior Staff","1994-05-06","9999-01-01"
92263,"Takahiro","Spataro","Staff","1989-05-06","1994-05-06"
92264,"Basim","Jansen","Engineer","1990-09-21","1999-09-21"
92264,"Basim","Jansen","Senior Engineer","1999-09-21","9999-01-01"
92265,"Atreyi","Portugali","Staff","1997-11-09","9999-01-01"
92266,"Tzvetan","Polajnar","Engineer","1999-09-22","2000-06-05"
92270,"Uri","Krzyzanowski","Engineer","1997-10-26","9999-01-01"
92278,"Foong","Rosenbaum","Senior Staff","1997-06-16","1998-01-10"
92278,"Foong","Rosenbaum","Staff","1991-06-17","1997-06-16"
92285,"Mart","Benaini","Engineer","1997-08-08","9999-01-01"
92293,"Frazer","Cardazo","Engineer","1991-09-12","1996-09-11"
92293,"Frazer","Cardazo","Senior Engineer","1996-09-11","9999-01-01"
92295,"Caolyn","Hemaspaandra","Engineer","1990-06-30","1997-04-22"
92297,"Becky","Gomatam","Engineer","1999-05-08","9999-01-01"
92302,"Cullen","Lieberherr","Senior Staff","1997-09-29","9999-01-01"
92304,"Rosita","Roison","Staff","1995-08-05","1996-10-30"
92305,"Srinidhi","Nooteboom","Engineer","1986-11-14","1993-11-14"
92305,"Srinidhi","Nooteboom","Senior Engineer","1993-11-14","9999-01-01"
92313,"Xudong","Setia","Senior Staff","1994-10-23","9999-01-01"
92313,"Xudong","Setia","Staff","1985-10-23","1994-10-23"
92316,"Mokhtar","Carrere","Senior Staff","1997-02-14","9999-01-01"
92316,"Mokhtar","Carrere","Staff","1990-02-14","1997-02-14"
92317,"Miomir","Rohrbach","Assistant Engineer","1994-05-16","2000-05-15"
92317,"Miomir","Rohrbach","Engineer","2000-05-15","2001-10-07"
92321,"Stamatina","Borovoy","Staff","1993-06-09","1993-09-19"
92322,"Jolita","Grospietsch","Senior Staff","1991-09-18","9999-01-01"
92322,"Jolita","Grospietsch","Staff","1985-09-18","1991-09-18"
92323,"Florina","Azuma","Staff","1999-12-27","9999-01-01"
92324,"Douadi","Poupard","Senior Staff","1998-10-27","9999-01-01"
92338,"Fun","Verspoor","Senior Engineer","1995-01-25","9999-01-01"
92340,"Berhard","Nitsch","Engineer","1988-11-15","1993-11-15"
92340,"Berhard","Nitsch","Senior Engineer","1993-11-15","9999-01-01"
92341,"Rajmohan","Benner","Technique Leader","1998-06-09","9999-01-01"
92344,"Paloma","Hanabata","Senior Engineer","1988-12-19","9999-01-01"
92346,"Adam","Snyers","Staff","1997-05-31","9999-01-01"
92349,"Conrado","Ventosa","Engineer","1994-11-23","9999-01-01"
92354,"Chaosheng","Lammel","Staff","1998-07-19","9999-01-01"
92355,"Leah","Beerel","Senior Staff","1991-03-14","1991-03-31"
92355,"Leah","Beerel","Staff","1986-03-14","1991-03-14"
92359,"Berto","Hanratty","Senior Staff","1994-05-11","1998-11-02"
92359,"Berto","Hanratty","Staff","1986-05-11","1994-05-11"
92360,"Licheng","Kropatsch","Senior Staff","2001-01-29","9999-01-01"
92360,"Licheng","Kropatsch","Staff","1993-01-29","2001-01-29"
92369,"Venkatesan","Kopetz","Engineer","1996-06-24","9999-01-01"
92373,"Angus","Lupu","Engineer","1985-04-14","1994-04-14"
92373,"Angus","Lupu","Senior Engineer","1994-04-14","9999-01-01"
92374,"Wayne","Homond","Engineer","1986-10-11","1995-10-11"
92374,"Wayne","Homond","Senior Engineer","1995-10-11","1998-05-29"
92378,"Sadegh","Basagni","Senior Staff","1993-08-31","2002-01-27"
92378,"Sadegh","Basagni","Staff","1987-09-01","1993-08-31"
92385,"Nagui","Armand","Senior Staff","1995-08-06","9999-01-01"
92385,"Nagui","Armand","Staff","1988-08-05","1995-08-06"
92391,"Sandeepan","Zallocco","Senior Engineer","1999-08-10","9999-01-01"
92392,"Gennadi","Burnard","Staff","1998-08-28","9999-01-01"
92394,"Adhemar","Nannarelli","Engineer","1997-09-06","1998-10-01"
92396,"Baziley","Couchot","Staff","1998-11-01","9999-01-01"
92397,"Gregory","Coullard","Senior Engineer","1995-07-19","9999-01-01"
92402,"Noritoshi","Kriebel","Engineer","1987-01-13","1992-01-13"
92402,"Noritoshi","Kriebel","Senior Engineer","1992-01-13","2000-09-12"
92410,"Filipe","Ranon","Staff","1988-12-01","1992-09-02"
92412,"Ger","Lindenbaum","Staff","1998-01-21","9999-01-01"
92414,"Charlene","Selvestrel","Technique Leader","1995-02-24","9999-01-01"
92415,"Zorica","Lemarechal","Senior Staff","1991-12-30","9999-01-01"
92415,"Zorica","Lemarechal","Staff","1985-12-30","1991-12-30"
92416,"Genevieve","Oskamp","Engineer","1999-12-03","9999-01-01"
92417,"Aimee","Pollacia","Senior Staff","1995-09-11","9999-01-01"
92417,"Aimee","Pollacia","Staff","1987-09-11","1995-09-11"
92418,"Kaijung","Luiz","Engineer","1995-09-23","9999-01-01"
92419,"Dzung","Kuzuoka","Engineer","1992-08-21","2000-08-21"
92419,"Dzung","Kuzuoka","Senior Engineer","2000-08-21","9999-01-01"
92421,"Trygve","Huttel","Engineer","1991-12-31","1998-12-31"
92421,"Trygve","Huttel","Senior Engineer","1998-12-31","2000-04-29"
92422,"Baoqiu","Comte","Staff","1995-06-15","9999-01-01"
92429,"Mariusz","Yurov","Engineer","1986-04-11","1995-04-11"
92429,"Mariusz","Yurov","Senior Engineer","1995-04-11","9999-01-01"
92431,"Heon","Bage","Staff","1988-04-27","1990-12-21"
92440,"Youpyo","Stille","Engineer","1990-10-07","1995-10-12"
92441,"Shugo","Bennet","Senior Staff","1992-05-17","9999-01-01"
92441,"Shugo","Bennet","Staff","1985-05-17","1992-05-17"
92442,"Lenore","Birdsall","Senior Engineer","1991-03-12","9999-01-01"
92446,"Mariangiola","Schach","Staff","1998-07-17","9999-01-01"
92450,"Heon","Peral","Engineer","1999-08-17","2000-11-03"
92451,"Evgueni","Merli","Staff","1996-03-20","9999-01-01"
92455,"Rafael","Vigier","Staff","1993-02-23","1993-10-12"
92457,"Zvonko","Schauser","Senior Engineer","1994-03-11","9999-01-01"
92459,"Becky","Serdy","Engineer","1990-04-12","1996-04-11"
92459,"Becky","Serdy","Senior Engineer","1996-04-11","9999-01-01"
92460,"Mamdouh","Joslin","Staff","1996-08-15","9999-01-01"
92466,"Rajmohan","Varman","Senior Staff","1992-09-20","9999-01-01"
92470,"Giao","Reeken","Engineer","1996-07-28","2002-07-28"
92470,"Giao","Reeken","Senior Engineer","2002-07-28","9999-01-01"
92473,"Amstein","Cheshire","Technique Leader","1999-03-12","1999-04-19"
92475,"Miyeon","Turnbull","Senior Staff","1999-12-25","9999-01-01"
92475,"Miyeon","Turnbull","Staff","1992-12-24","1999-12-25"
92479,"Jinpo","Leuchs","Engineer","1995-12-15","2000-12-14"
92479,"Jinpo","Leuchs","Senior Engineer","2000-12-14","9999-01-01"
92483,"Boaz","Lueh","Senior Staff","1989-03-09","9999-01-01"
92485,"Hein","Turnbull","Senior Staff","1999-04-12","9999-01-01"
92485,"Hein","Turnbull","Staff","1992-04-11","1999-04-12"
92489,"Bowen","Murthy","Senior Staff","1996-09-24","9999-01-01"
92489,"Bowen","Murthy","Staff","1990-09-25","1996-09-24"
92492,"Yannis","Chaudhuri","Senior Engineer","1994-11-06","9999-01-01"
92493,"Constantijn","Merro","Engineer","1988-09-30","1997-09-30"
92493,"Constantijn","Merro","Senior Engineer","1997-09-30","9999-01-01"
92499,"Valery","Jording","Staff","2000-01-16","9999-01-01"
92503,"Dayanand","Collette","Engineer","1990-06-18","1995-06-03"
92508,"Alassane","Baaz","Senior Staff","1991-02-17","9999-01-01"
92508,"Alassane","Baaz","Staff","1986-02-17","1991-02-17"
92513,"Honesty","Asrin","Senior Engineer","1999-02-18","9999-01-01"
92516,"Chiranjit","Antonakopoulos","Engineer","1992-03-31","2001-03-31"
92516,"Chiranjit","Antonakopoulos","Senior Engineer","2001-03-31","9999-01-01"
92517,"Mamdouh","Suessmith","Assistant Engineer","1994-04-04","9999-01-01"
92524,"Gou","Peltason","Senior Engineer","1992-07-09","9999-01-01"
92531,"Wuxu","Hockney","Staff","1996-06-16","9999-01-01"
92533,"Martine","Eastman","Senior Staff","1991-09-07","9999-01-01"
92533,"Martine","Eastman","Staff","1986-09-07","1991-09-07"
92534,"Isamu","Delgrossi","Senior Staff","1999-01-12","2000-05-08"
92534,"Isamu","Delgrossi","Staff","1991-01-12","1999-01-12"
92535,"Sarita","Pero","Senior Staff","1995-06-10","9999-01-01"
92535,"Sarita","Pero","Staff","1988-06-09","1995-06-10"
92536,"Nitsan","Rouquie","Senior Staff","1990-08-02","9999-01-01"
92536,"Nitsan","Rouquie","Staff","1985-08-02","1990-08-02"
92537,"Abdulla","Nitsch","Senior Staff","1993-10-31","9999-01-01"
92538,"Kyoichi","Orlowska","Senior Staff","1990-09-16","9999-01-01"
92550,"Uzi","Krybus","Engineer","1997-05-12","1998-08-13"
92553,"Phule","Zolotykh","Senior Staff","1994-07-05","9999-01-01"
92553,"Phule","Zolotykh","Staff","1989-07-05","1994-07-05"
92555,"Mabo","Erez","Engineer","1992-04-11","1992-08-10"
92559,"Georg","Muchinsky","Senior Staff","1999-01-15","9999-01-01"
92559,"Georg","Muchinsky","Staff","1991-01-15","1999-01-15"
92560,"Khalid","Lundstrom","Engineer","1993-03-06","1999-03-06"
92560,"Khalid","Lundstrom","Senior Engineer","1999-03-06","9999-01-01"
92563,"Kensyu","Ranze","Senior Engineer","1987-06-09","9999-01-01"
92571,"Bilhanan","Parveen","Staff","1999-07-03","9999-01-01"
92576,"Kazuyasu","Ouhyoung","Engineer","1993-08-14","1996-09-20"
92582,"Gou","Farris","Staff","1996-04-25","9999-01-01"
92584,"Hidekazu","Denti","Senior Staff","2000-05-13","9999-01-01"
92584,"Hidekazu","Denti","Staff","1992-05-13","2000-05-13"
92592,"Kirk","Lorho","Senior Staff","1993-06-13","9999-01-01"
92592,"Kirk","Lorho","Staff","1988-06-13","1993-06-13"
92593,"Feipei","Kisuki","Engineer","1991-09-18","1996-09-17"
92593,"Feipei","Kisuki","Senior Engineer","1996-09-17","9999-01-01"
92594,"Renny","Herath","Engineer","1990-06-06","1997-06-06"
92594,"Renny","Herath","Senior Engineer","1997-06-06","9999-01-01"
92601,"Moriyoshi","Ravishankar","Engineer","1990-07-15","1998-07-15"
92601,"Moriyoshi","Ravishankar","Senior Engineer","1998-07-15","9999-01-01"
92603,"Charlene","Trelles","Assistant Engineer","1989-11-23","1998-11-23"
92603,"Charlene","Trelles","Engineer","1998-11-23","9999-01-01"
92611,"Jaques","Jeansoulin","Staff","1996-05-16","2000-07-08"
92614,"Armond","Tsukune","Assistant Engineer","1998-08-31","9999-01-01"
92620,"Guenter","Danley","Staff","1998-12-06","9999-01-01"
92623,"Pradeep","Sethi","Technique Leader","1999-10-02","9999-01-01"
92627,"Xiaoshan","Yurek","Senior Staff","1997-01-28","9999-01-01"
92627,"Xiaoshan","Yurek","Staff","1988-01-29","1997-01-28"
92629,"Atreyi","Porenta","Engineer","1995-07-23","1996-04-08"
92630,"Arunachalam","Erie","Senior Staff","1996-02-01","9999-01-01"
92630,"Arunachalam","Erie","Staff","1989-01-31","1996-02-01"
92633,"Adit","Molberg","Senior Engineer","1998-08-11","9999-01-01"
92634,"Yagil","Rotem","Staff","1990-05-18","1995-10-23"
92637,"Adhemar","Denos","Engineer","1991-03-26","1999-03-26"
92637,"Adhemar","Denos","Senior Engineer","1999-03-26","9999-01-01"
92639,"Sadok","Garigliano","Staff","1989-10-07","1994-10-08"
92644,"Hideo","Baig","Engineer","1985-05-10","1990-05-10"
92644,"Hideo","Baig","Senior Engineer","1990-05-10","9999-01-01"
92646,"Xianlong","Fadgyas","Engineer","1986-02-16","1994-02-16"
92646,"Xianlong","Fadgyas","Senior Engineer","1994-02-16","9999-01-01"
92650,"Kiyotoshi","Biron","Engineer","1994-04-11","2001-04-11"
92650,"Kiyotoshi","Biron","Senior Engineer","2001-04-11","9999-01-01"
92652,"Pramod","Mansanne","Engineer","1998-04-01","9999-01-01"
92660,"Kenton","Hanratty","Senior Staff","1999-08-19","9999-01-01"
92664,"Kellyn","Kuhnemann","Senior Staff","2002-05-27","9999-01-01"
92664,"Kellyn","Kuhnemann","Staff","1996-05-27","2002-05-27"
92667,"Aloke","Takanami","Assistant Engineer","1988-05-29","1994-05-29"
92667,"Aloke","Takanami","Engineer","1994-05-29","2000-05-28"
92667,"Aloke","Takanami","Senior Engineer","2000-05-28","9999-01-01"
92669,"Kazuyasu","Yeung","Engineer","1995-03-25","9999-01-01"
92673,"Gal","Mamelak","Staff","1995-03-05","1998-05-03"
92674,"Irene","Rettelbach","Engineer","1992-06-05","2001-06-05"
92674,"Irene","Rettelbach","Senior Engineer","2001-06-05","9999-01-01"
92678,"Zissis","Mullainathan","Senior Engineer","1994-06-03","9999-01-01"
92683,"Kwan","Bouloucos","Engineer","1989-11-19","1996-11-19"
92683,"Kwan","Bouloucos","Senior Engineer","1996-11-19","9999-01-01"
92686,"Subhrajyoti","Honglei","Engineer","1994-12-19","1998-12-25"
92687,"Zhenbing","Impagliazzo","Staff","1997-12-09","9999-01-01"
92688,"Mitsuyuki","Schahn","Technique Leader","1999-06-04","9999-01-01"
92689,"Xiaoqiang","Rouquie","Senior Engineer","1993-06-01","2000-05-02"
92690,"Jackson","Yurov","Engineer","1998-03-09","9999-01-01"
